nat_accounts_indicator,ppp_category,country,year,ppp_value
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2019,0.82172
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2020,0.837319
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2021,0.837719
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2022,0.871627
Purchasing power parities (EU27_2020=1),Education,Belgium,2003,1.45217
Purchasing power parities (EU27_2020=1),Education,Belgium,2004,1.41503
Purchasing power parities (EU27_2020=1),Education,Belgium,2005,1.38694
Purchasing power parities (EU27_2020=1),Education,Belgium,2006,1.43993
Purchasing power parities (EU27_2020=1),Education,Belgium,2007,1.41399
Purchasing power parities (EU27_2020=1),Education,Belgium,2008,1.43934
Purchasing power parities (EU27_2020=1),Education,Belgium,2009,1.45051
Purchasing power parities (EU27_2020=1),Education,Belgium,2010,1.46941
Purchasing power parities (EU27_2020=1),Education,Belgium,2011,1.51663
Purchasing power parities (EU27_2020=1),Education,Belgium,2012,1.52565
Purchasing power parities (EU27_2020=1),Education,Belgium,2013,1.5013
Purchasing power parities (EU27_2020=1),Education,Belgium,2014,1.48368
Purchasing power parities (EU27_2020=1),Education,Belgium,2015,1.49991
Purchasing power parities (EU27_2020=1),Education,Belgium,2016,1.50811
Purchasing power parities (EU27_2020=1),Education,Belgium,2017,1.5258
Purchasing power parities (EU27_2020=1),Education,Belgium,2018,1.52057
Purchasing power parities (EU27_2020=1),Education,Belgium,2019,1.50638
Purchasing power parities (EU27_2020=1),Education,Belgium,2020,1.51975
Purchasing power parities (EU27_2020=1),Education,Belgium,2021,1.52114
Purchasing power parities (EU27_2020=1),Education,Belgium,2022,1.53899
Purchasing power parities (EU27_2020=1),Education,Germany,2003,1.14303
Purchasing power parities (EU27_2020=1),Education,Germany,2004,1.13371
Purchasing power parities (EU27_2020=1),Education,Germany,2005,1.09944
Purchasing power parities (EU27_2020=1),Education,Germany,2006,1.06192
Purchasing power parities (EU27_2020=1),Education,Germany,2007,1.0555
Purchasing power parities (EU27_2020=1),Education,Germany,2008,1.03846
Purchasing power parities (EU27_2020=1),Education,Germany,2009,1.06653
Purchasing power parities (EU27_2020=1),Education,Germany,2010,1.08875
Purchasing power parities (EU27_2020=1),Education,Germany,2011,1.12003
Purchasing power parities (EU27_2020=1),Education,Germany,2012,1.14207
Purchasing power parities (EU27_2020=1),Education,Germany,2013,1.16609
Purchasing power parities (EU27_2020=1),Education,Germany,2014,1.1783
Purchasing power parities (EU27_2020=1),Education,Germany,2015,1.20236
Purchasing power parities (EU27_2020=1),Education,Germany,2016,1.18781
Purchasing power parities (EU27_2020=1),Education,Germany,2017,1.20988
Purchasing power parities (EU27_2020=1),Education,Germany,2018,1.22872
Purchasing power parities (EU27_2020=1),Education,Germany,2019,1.23008
Purchasing power parities (EU27_2020=1),Education,Germany,2020,1.25703
Purchasing power parities (EU27_2020=1),Education,Germany,2021,1.27075
Purchasing power parities (EU27_2020=1),Education,Germany,2022,1.24961
Purchasing power parities (EU27_2020=1),Education,Denmark,2003,15.6713
Purchasing power parities (EU27_2020=1),Education,Denmark,2004,15.7388
Purchasing power parities (EU27_2020=1),Education,Denmark,2005,15.021
Purchasing power parities (EU27_2020=1),Education,Denmark,2006,14.8157
Purchasing power parities (EU27_2020=1),Education,Denmark,2007,13.1589
Purchasing power parities (EU27_2020=1),Education,Denmark,2008,13.2219
Purchasing power parities (EU27_2020=1),Education,Denmark,2009,13.6814
Purchasing power parities (EU27_2020=1),Education,Denmark,2010,13.348
Purchasing power parities (EU27_2020=1),Education,Denmark,2011,12.5587
Purchasing power parities (EU27_2020=1),Education,Denmark,2012,12.4768
Purchasing power parities (EU27_2020=1),Education,Denmark,2013,12.165
Purchasing power parities (EU27_2020=1),Education,Denmark,2014,12.5329
Purchasing power parities (EU27_2020=1),Education,Denmark,2015,12.7111
Purchasing power parities (EU27_2020=1),Education,Denmark,2016,12.4684
Purchasing power parities (EU27_2020=1),Education,Denmark,2017,12.2475
Purchasing power parities (EU27_2020=1),Education,Denmark,2018,12.1668
Purchasing power parities (EU27_2020=1),Education,Denmark,2019,12.061
Purchasing power parities (EU27_2020=1),Education,Denmark,2020,11.5299
Purchasing power parities (EU27_2020=1),Education,Denmark,2021,11.4956
Purchasing power parities (EU27_2020=1),Education,Denmark,2022,10.8168
Purchasing power parities (EU27_2020=1),Education,Croatia,2003,0.457227
Purchasing power parities (EU27_2020=1),Education,Croatia,2004,0.480065
Purchasing power parities (EU27_2020=1),Education,Croatia,2005,0.480619
Purchasing power parities (EU27_2020=1),Education,Croatia,2006,0.446296
Purchasing power parities (EU27_2020=1),Education,Croatia,2007,0.457174
Purchasing power parities (EU27_2020=1),Education,Croatia,2008,0.530114
Purchasing power parities (EU27_2020=1),Education,Croatia,2009,0.537047
Purchasing power parities (EU27_2020=1),Education,Croatia,2010,0.547291
Purchasing power parities (EU27_2020=1),Education,Croatia,2011,0.546039
Purchasing power parities (EU27_2020=1),Education,Croatia,2012,0.535635
Purchasing power parities (EU27_2020=1),Education,Croatia,2013,0.523365
Purchasing power parities (EU27_2020=1),Education,Croatia,2014,0.564272
Purchasing power parities (EU27_2020=1),Education,Croatia,2015,0.47581
Purchasing power parities (EU27_2020=1),Education,Croatia,2016,0.448217
Purchasing power parities (EU27_2020=1),Education,Croatia,2017,0.440586
Purchasing power parities (EU27_2020=1),Education,Croatia,2018,0.474644
Purchasing power parities (EU27_2020=1),Education,Croatia,2019,0.488222
Purchasing power parities (EU27_2020=1),Education,Croatia,2020,0.532294
Purchasing power parities (EU27_2020=1),Education,Croatia,2021,0.525335
Purchasing power parities (EU27_2020=1),Education,Croatia,2022,0.533426
Purchasing power parities (EU27_2020=1),Education,Italy,2003,1.31478
Purchasing power parities (EU27_2020=1),Education,Italy,2004,1.24288
Purchasing power parities (EU27_2020=1),Education,Italy,2005,1.25806
Purchasing power parities (EU27_2020=1),Education,Italy,2006,1.22768
Purchasing power parities (EU27_2020=1),Education,Italy,2007,1.22407
Purchasing power parities (EU27_2020=1),Education,Italy,2008,1.13979
Purchasing power parities (EU27_2020=1),Education,Italy,2009,1.13669
Purchasing power parities (EU27_2020=1),Education,Italy,2010,1.09988
Purchasing power parities (EU27_2020=1),Education,Italy,2011,1.05575
Purchasing power parities (EU27_2020=1),Education,Italy,2012,1.03551
Purchasing power parities (EU27_2020=1),Education,Italy,2013,1.02206
Purchasing power parities (EU27_2020=1),Education,Italy,2014,0.9903
Purchasing power parities (EU27_2020=1),Education,Italy,2015,0.98447
Purchasing power parities (EU27_2020=1),Education,Italy,2016,1.00871
Purchasing power parities (EU27_2020=1),Education,Italy,2017,1.01431
Purchasing power parities (EU27_2020=1),Education,Italy,2018,1.00947
Purchasing power parities (EU27_2020=1),Education,Italy,2019,0.984727
Purchasing power parities (EU27_2020=1),Education,Italy,2020,0.928513
Purchasing power parities (EU27_2020=1),Education,Italy,2021,0.944267
Purchasing power parities (EU27_2020=1),Education,Italy,2022,0.944785
Purchasing power parities (EU27_2020=1),Education,Poland,2003,1.14375
Purchasing power parities (EU27_2020=1),Education,Poland,2004,1.1724
Purchasing power parities (EU27_2020=1),Education,Poland,2005,1.23882
Purchasing power parities (EU27_2020=1),Education,Poland,2006,1.27155
Purchasing power parities (EU27_2020=1),Education,Poland,2007,1.33866
Purchasing power parities (EU27_2020=1),Education,Poland,2008,1.39604
Purchasing power parities (EU27_2020=1),Education,Poland,2009,1.49798
Purchasing power parities (EU27_2020=1),Education,Poland,2010,1.5958
Purchasing power parities (EU27_2020=1),Education,Poland,2011,1.68094
Purchasing power parities (EU27_2020=1),Education,Poland,2012,1.73269
Purchasing power parities (EU27_2020=1),Education,Poland,2013,1.75533
Purchasing power parities (EU27_2020=1),Education,Poland,2014,1.82866
Purchasing power parities (EU27_2020=1),Education,Poland,2015,1.85492
Purchasing power parities (EU27_2020=1),Education,Poland,2016,1.86613
Purchasing power parities (EU27_2020=1),Education,Poland,2017,1.91266
Purchasing power parities (EU27_2020=1),Education,Poland,2018,2.00232
Purchasing power parities (EU27_2020=1),Education,Poland,2019,2.07577
Purchasing power parities (EU27_2020=1),Education,Poland,2020,2.19826
Purchasing power parities (EU27_2020=1),Education,Poland,2021,2.26709
Purchasing power parities (EU27_2020=1),Education,Poland,2022,2.55373
Purchasing power parities (EU27_2020=1),Education,Sweden,2003,18.1651
Purchasing power parities (EU27_2020=1),Education,Sweden,2004,18.0724
Purchasing power parities (EU27_2020=1),Education,Sweden,2005,18.2681
Purchasing power parities (EU27_2020=1),Education,Sweden,2006,18.4049
Purchasing power parities (EU27_2020=1),Education,Sweden,2007,18.3404
Purchasing power parities (EU27_2020=1),Education,Sweden,2008,18.3077
Purchasing power parities (EU27_2020=1),Education,Sweden,2009,18.2305
Purchasing power parities (EU27_2020=1),Education,Sweden,2010,18.5039
Purchasing power parities (EU27_2020=1),Education,Sweden,2011,18.8326
Purchasing power parities (EU27_2020=1),Education,Sweden,2012,18.6542
Purchasing power parities (EU27_2020=1),Education,Sweden,2013,18.6994
Purchasing power parities (EU27_2020=1),Education,Sweden,2014,18.4111
Purchasing power parities (EU27_2020=1),Education,Sweden,2015,18.8091
Purchasing power parities (EU27_2020=1),Education,Sweden,2016,18.9641
Purchasing power parities (EU27_2020=1),Education,Sweden,2017,18.6591
Purchasing power parities (EU27_2020=1),Education,Sweden,2018,19.0256
Purchasing power parities (EU27_2020=1),Education,Sweden,2019,18.7663
Purchasing power parities (EU27_2020=1),Education,Sweden,2020,18.4554
Purchasing power parities (EU27_2020=1),Education,Sweden,2021,18.1708
Purchasing power parities (EU27_2020=1),Education,Sweden,2022,17.8772
Purchasing power parities (EU27_2020=1),Education,Slovakia,2003,0.186676
Purchasing power parities (EU27_2020=1),Education,Slovakia,2004,0.189779
Purchasing power parities (EU27_2020=1),Education,Slovakia,2005,0.23096
Purchasing power parities (EU27_2020=1),Education,Slovakia,2006,0.264397
Purchasing power parities (EU27_2020=1),Education,Slovakia,2007,0.298623
Purchasing power parities (EU27_2020=1),Education,Slovakia,2008,0.320882
Purchasing power parities (EU27_2020=1),Education,Slovakia,2009,0.351584
Purchasing power parities (EU27_2020=1),Education,Slovakia,2010,0.36762
Purchasing power parities (EU27_2020=1),Education,Slovakia,2011,0.375184
Purchasing power parities (EU27_2020=1),Education,Slovakia,2012,0.396711
Purchasing power parities (EU27_2020=1),Education,Slovakia,2013,0.423815
Purchasing power parities (EU27_2020=1),Education,Slovakia,2014,0.535365
Purchasing power parities (EU27_2020=1),Education,Slovakia,2015,0.559505
Purchasing power parities (EU27_2020=1),Education,Slovakia,2016,0.53327
Purchasing power parities (EU27_2020=1),Education,Slovakia,2017,0.476483
Purchasing power parities (EU27_2020=1),Education,Slovakia,2018,0.567908
Purchasing power parities (EU27_2020=1),Education,Slovakia,2019,0.534357
Purchasing power parities (EU27_2020=1),Education,Slovakia,2020,0.553768
Purchasing power parities (EU27_2020=1),Education,Slovakia,2021,0.556363
Purchasing power parities (EU27_2020=1),Education,Slovakia,2022,0.583374
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,1995,1.10452
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,1996,1.09471
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,1997,1.10853
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,1998,1.12448
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,1999,1.11465
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2000,1.08363
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2001,1.07831
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2002,1.06551
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2003,1.0672
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2004,1.08735
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2005,1.08906
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2006,1.09997
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2007,1.11331
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2008,1.11736
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2009,1.12595
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2010,1.10549
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2011,1.11654
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2012,1.11346
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2013,1.11715
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2014,1.11667
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2015,1.11286
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2016,1.12445
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2017,1.12932
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2018,1.13026
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2019,1.13159
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2020,1.12113
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2021,1.11934
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2022,1.11916
Purchasing power parities (EU27_2020=1),Gross domestic product,Belgium,2023,1.12052
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,1995,1.1753
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,1996,1.14961
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,1997,1.1628
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,1998,1.16427
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,1999,1.1419
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2000,1.13551
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2001,1.12342
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2002,1.11426
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2003,1.09135
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2004,1.07112
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2005,1.06578
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2006,1.06639
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2007,1.06053
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2008,1.05738
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2009,1.07429
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2010,1.06382
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2011,1.0586
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2012,1.06621
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2013,1.07367
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2014,1.07302
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2015,1.08243
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2016,1.08356
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2017,1.0844
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2018,1.08461
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2019,1.10378
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2020,1.10653
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2021,1.1132
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2022,1.11891
Purchasing power parities (EU27_2020=1),Gross domestic product,Germany,2023,1.12582
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,1995,10.4189
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,1996,10.276
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,1997,10.3977
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,1998,10.4103
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,1999,10.4752
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2000,10.4392
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2001,10.503
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2002,10.446
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2003,10.534
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2004,10.3552
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2005,10.4651
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2006,10.4265
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2007,10.3386
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2008,10.2388
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2009,10.2397
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2010,10.0309
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2011,10.0211
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2012,10.2445
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2013,10.1921
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2014,10.2269
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2015,10.1623
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2016,10.1931
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2017,10.0051
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2018,9.97821
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2019,10.055
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2020,9.96426
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2021,9.88286
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2022,9.91422
Purchasing power parities (EU27_2020=1),Gross domestic product,Denmark,2023,9.75648
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,1995,0.504427
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,1996,0.509251
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,1997,0.543137
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,1998,0.582899
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,1999,0.595087
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2000,0.605095
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2001,0.6211
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2002,0.628201
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2003,0.644098
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2004,0.651149
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2005,0.663485
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2006,0.653601
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2007,0.649825
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2008,0.662415
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2009,0.675477
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2010,0.679362
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2011,0.668467
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2012,0.658642
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2013,0.657542
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2014,0.656289
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2015,0.648482
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2016,0.646254
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2017,0.642468
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2018,0.648085
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2019,0.646614
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2020,0.64236
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2021,0.646141
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2022,0.673737
Purchasing power parities (EU27_2020=1),Gross domestic product,Croatia,2023,0.688927
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,1995,0.926888
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,1996,0.941372
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,1997,0.961195
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,1998,0.961302
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,1999,0.965168
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2000,0.969557
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2001,0.986367
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2002,1.00474
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2003,1.01525
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2004,1.04272
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2005,1.04431
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2006,1.03527
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2007,1.02517
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2008,1.01007
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2009,1.02159
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2010,1.02165
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2011,1.01827
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2012,1.01269
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2013,1.02172
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2014,1.03215
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2015,1.02758
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2016,1.0086
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2017,1.00448
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2018,1.00463
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2019,0.995441
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2020,0.98983
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2021,0.979103
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2022,0.959685
Purchasing power parities (EU27_2020=1),Gross domestic product,Italy,2023,0.964501
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,1995,1.389
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,1996,1.59411
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,1997,1.80834
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,1998,1.9891
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,1999,2.07965
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2000,2.20691
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2001,2.21986
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2002,2.19592
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2003,2.19803
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2004,2.24006
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2005,2.28073
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2006,2.32817
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2007,2.34821
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2008,2.37438
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2009,2.47564
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2010,2.38497
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2011,2.41777
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2012,2.43265
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2013,2.44177
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2014,2.46599
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2015,2.45541
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2016,2.49483
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2017,2.53762
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2018,2.57851
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2019,2.61211
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2020,2.65844
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2021,2.73195
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2022,2.87962
Purchasing power parities (EU27_2020=1),Gross domestic product,Poland,2023,3.00511
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,1995,11.1623
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,1996,10.9113
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,1997,11.151
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,1998,11.2927
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,1999,11.1374
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2000,11.0327
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2001,11.3605
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2002,11.4856
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2003,11.5549
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2004,11.3767
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2005,11.5761
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2006,11.4637
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2007,11.2385
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2008,11.3148
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2009,11.8153
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2010,11.9256
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2011,11.87
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2012,11.7216
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2013,11.9143
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2014,12.1784
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2015,12.3171
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2016,12.7022
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2017,12.8888
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2018,13.075
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2019,13.2009
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2020,13.2056
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2021,13.1804
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2022,13.4741
Purchasing power parities (EU27_2020=1),Gross domestic product,Sweden,2023,13.5996
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,1995,0.506093
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,1996,0.514379
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,1997,0.538342
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,1998,0.560148
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,1999,0.591713
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2000,0.621744
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2001,0.623125
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2002,0.636302
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2003,0.663072
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2004,0.690961
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2005,0.689637
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2006,0.697772
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2007,0.701399
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2008,0.69267
